student_id,name,gender,age,grade_level,math_score,reading_score,writing_score,attendance_rate,parent_education,study_hours,internet_access,lunch_type,extra_activities,final_result
S244,Student_244,Female,17,10,75,96,74,97.7217221762703,High School,4.23182931243608,No,Standard,Yes,Pass
S245,Student_245,Male,17,9,53,72,77,97.9137988853323,High School,4.07105847085735,No,Free or reduced,Yes,Fail
S246,Student_246,Other,17,11,88,70,58,85.9457440856265,PhD,1.45586354847696,No,Standard,No,Pass
S247,Student_247,Other,17,11,88,70,50,84.5998750792648,PhD,3.57563182827106,No,Free or reduced,Yes,Pass
S248,Student_248,Other,16,10,99,92,78,88.2260794413246,Bachelor's,4.33729918299759,Yes,Free or reduced,Yes,Fail
S249,Student_249,Female,15,11,84,62,71,84.810631703603,PhD,3.30941360487867,No,Free or reduced,Yes,Pass
S250,Student_250,Other,17,10,50,86,65,93.4476768658341,High School,3.58562950091236,No,Free or reduced,No,Fail
S251,Student_251,Other,16,10,73,82,90,96.5212936909657,High School,2.83345391770522,Yes,Free or reduced,No,Pass
S252,Student_252,Other,15,10,85,73,93,93.4618426182243,PhD,3.11482927953621,No,Free or reduced,Yes,Pass
S253,Student_253,Other,15,10,55,93,90,96.487008944987,High School,1.1375074334069,No,Free or reduced,Yes,Fail
S254,Student_254,Male,15,9,90,60,56,87.9398432441495,High School,3.55585208789314,Yes,Standard,Yes,Pass
S255,Student_255,Male,15,10,95,66,63,83.1263394141772,Bachelor's,1.32578885156464,Yes,Standard,No,Fail
S256,Student_256,Other,17,12,93,53,78,94.7590189479518,PhD,2.74005837736089,No,Standard,Yes,Pass
S257,Student_257,Female,17,11,80,96,68,87.2094901028311,High School,2.17062039066963,Yes,Standard,Yes,Pass
S258,Student_258,Male,16,12,69,74,68,93.4254165045826,PhD,3.18171180084685,No,Free or reduced,No,Pass
S259,Student_259,Other,16,9,73,79,51,85.4128788396353,Bachelor's,1.53366534209283,Yes,Free or reduced,Yes,Pass
S260,Student_260,Male,16,12,74,58,90,81.6245926961335,PhD,3.76657360789327,No,Free or reduced,No,Pass
S261,Student_261,Male,15,11,85,70,94,99.8516359097553,High School,12,No,Standard,No,Pass
S262,Student_262,Female,15,12,70,69,64,83.124030158612,PhD,1.65341779897263,No,Standard,No,Pass
S263,Student_263,Other,17,9,79,68,52,99.7684198792696,High School,1.41725234940753,Yes,Standard,Yes,Fail
S264,Student_264,Other,15,10,73,68,60,124,High School,1.58206193114944,No,Free or reduced,Yes,Pass
S265,Student_265,Female,15,12,93,61,95,95.8763620781608,High School,4.50851024759401,Yes,Standard,No,Pass
S266,Student_266,Female,15,9,91,86,79,93.18845924164,Bachelor's,3.11275704702542,No,Free or reduced,Yes,Pass
S267,Student_267,Other,16,9,79,91,89,91.5561410050217,PhD,2.86904398403001,No,Standard,No,Fail
S268,Student_268,Other,16,11,71,66,67,97.3220309075567,Bachelor's,1.42684727640942,No,Free or reduced,Yes,Fail
S269,Student_269,Female,17,11,77,86,97,85.7887904323898,PhD,3.59822402702785,No,Standard,No,Pass
S270,Student_270,Male,15,12,56,97,51,89.3536242496976,Bachelor's,4.47199836758036,No,Free or reduced,No,Pass
S271,Student_271,Male,15,10,84,88,81,92.38779938733,Master's,4.31274347729381,Yes,Standard,Yes,Pass
S272,Student_272,Female,17,9,77,77,57,88.2238095173898,High School,3.50421883592321,Yes,Standard,Yes,Fail
S273,Student_273,Male,15,12,63,90,71,88.5497290818054,High School,1.30111486660669,Yes,Free or reduced,Yes,Pass
S274,Student_274,Female,15,9,59,84,55,86.6056933500417,Bachelor's,1.44958810870405,No,Free or reduced,Yes,Fail
S275,Student_275,Male,16,9,65,96,61,91.2846363336907,Master's,1.1972359484393,No,Standard,No,Pass
S276,Student_276,Male,17,10,65,97,96,97.0114905603023,High School,2.02991686596988,Yes,Free or reduced,No,Fail
S277,Student_277,Other,17,10,80,67,89,84.0305675601263,PhD,1.54264586864151,No,Standard,Yes,Fail
S278,Student_278,Other,17,12,91,63,85,98.6886607750688,Bachelor's,2.04019216100974,No,Free or reduced,Yes,Pass
S279,Student_279,Male,17,10,74,84,64,93.7817530749646,High School,2.54023222287585,No,Standard,No,Pass
S280,Student_280,Male,16,10,62,93,77,96.4654642536006,High School,4.77193113628454,Yes,Free or reduced,Yes,Pass
S281,Student_281,Other,16,12,55,90,98,91.1238138526002,Bachelor's,3.44150423912677,Yes,Standard,Yes,Pass
S282,Student_282,Other,15,10,93,56,94,95.5903340284813,Bachelor's,4.33989514273185,Yes,Standard,Yes,Pass
S283,Student_283,Other,15,11,58,90,67,80.3240079467894,PhD,3.84140600284933,Yes,Standard,Yes,Pass
S284,Student_284,Female,15,9,94,62,51,96.3676084955907,PhD,1.45001252210653,Yes,Free or reduced,No,Pass
S285,Student_285,Male,15,9,85,67,62,80.8027771817073,High School,3.9436816254958,No,Standard,No,Fail
S286,Student_286,Other,16,9,92,86,94,97.7982675272573,High School,2.1003955262365,No,Free or reduced,Yes,Pass
S287,Student_287,Male,17,9,69,62,64,99.8392549447729,Bachelor's,3.55643138797883,No,Free or reduced,No,Pass
S288,Student_288,Female,16,12,67,85,69,85.8813492435356,High School,2.36384789457195,No,Free or reduced,Yes,Fail
S289,Student_289,Female,15,9,92,80,78,84.2063711257159,High School,4.99068905305864,Yes,Standard,Yes,Pass
S290,Student_290,Other,16,9,70,51,91,95.3072672771608,Bachelor's,2.05420591798711,Yes,Free or reduced,Yes,Pass
S291,Student_291,Female,17,9,53,65,78,85.0605268184051,High School,2.11652188309708,No,Free or reduced,No,Pass
S292,Student_292,Male,17,9,99,58,52,97.3112476634441,High School,4.72268902224959,Yes,Free or reduced,No,Pass
S293,Student_293,Other,16,11,82,58,68,82.0568518431495,Master's,1.09857761854529,No,Standard,No,Fail
S294,Student_294,Male,16,9,76,87,52,82.5191039275872,PhD,3.78675595149279,No,Free or reduced,No,Fail
S295,Student_295,Male,16,11,56,60,63,99.5830311020123,Bachelor's,3.90130556294351,No,Free or reduced,No,Pass
S296,Student_296,Female,15,12,55,71,89,93.4767779654001,Master's,4.3455143096416,No,Free or reduced,Yes,Pass
S297,Student_297,Female,16,10,64,82,53,96.9377444885791,PhD,4.8977572425539,Yes,Free or reduced,Yes,Fail
S298,Student_298,Female,16,9,67,85,60,86.4865875470304,PhD,4.90240767662661,No,Standard,No,Pass
S299,Student_299,Female,16,10,81,94,80,93.5296749904121,PhD,1.26110703026586,Yes,Standard,No,Fail
S300,Student_300,Female,17,10,60,72,92,91.8848365461719,Master's,16,No,Free or reduced,No,Fail
S301,Student_301,Other,17,12,69,94,81,92.0630024024589,Master's,3.58523973462953,No,Free or reduced,Yes,Fail
S302,Student_302,Male,15,10,73,94,76,93.6506491907544,PhD,3.58936853749236,No,Free or reduced,No,Pass
S303,Student_303,Male,15,11,64,83,79,91.507183462582,High School,1.51339970645878,No,Free or reduced,Yes,Pass
S304,Student_304,Male,17,10,97,58,92,88.5812473860533,High School,3.60074866578261,Yes,Standard,Yes,Pass
S305,Student_305,Male,17,10,56,73,51,85.5184538876109,Master's,4.92993032240499,No,Standard,No,Fail
S306,Student_306,Female,17,10,70,57,98,95.371626618264,Master's,4.64727427815779,Yes,Standard,Yes,Pass
S307,Student_307,Male,16,9,91,56,58,84.5254486000637,Master's,2.7565226432194,No,Standard,Yes,Pass
S308,Student_308,Other,16,9,75,85,77,93.8470861230883,PhD,1.15979189314438,No,Free or reduced,No,Fail
S309,Student_309,Other,17,11,93,67,80,84.6666564529865,High School,2.44917396000082,No,Free or reduced,Yes,Pass
S310,Student_310,Male,16,11,63,52,83,92.5066033990891,Master's,4.30556124640222,Yes,Standard,No,Pass
S311,Student_311,Male,16,9,86,77,64,94.9415653425806,Master's,3.80599640586066,No,Standard,Yes,Pass
S312,Student_312,Other,15,11,70,55,97,84.3742777781308,Bachelor's,2.83737462237583,No,Free or reduced,No,Fail
S313,Student_313,Other,17,9,67,93,74,81.1988660172262,PhD,1.22040614063532,No,Free or reduced,No,Pass
S314,Student_314,Female,17,12,54,93,85,82.6194748598835,Bachelor's,2.70757891129321,No,Free or reduced,Yes,Fail
S315,Student_315,Other,16,10,52,70,57,92.1199393454205,High School,2.87609975887153,No,Free or reduced,No,Fail
S316,Student_316,Female,17,10,72,77,58,96.9889281245147,Bachelor's,4.71422213157654,Yes,Free or reduced,Yes,Fail
S317,Student_317,Female,15,11,75,89,86,80.8999364247085,Bachelor's,3.56434441432864,Yes,Standard,Yes,Pass
S318,Student_318,Female,15,9,86,50,97,94.6830251808329,Bachelor's,2.2466116666186,No,Standard,No,Pass
S319,Student_319,Female,15,9,73,85,94,86.826372919001,PhD,3.10127305780289,No,Free or reduced,Yes,Pass
S320,Student_320,Female,17,11,98,70,88,89.5705673983905,High School,1.26422123128864,Yes,Free or reduced,No,Fail
S321,Student_321,Male,17,9,68,92,81,98.5771909969113,Bachelor's,4.89027294259895,No,Standard,Yes,Fail
S322,Student_322,Other,17,12,74,84,,86.6394300947169,PhD,2.4402396077229,Yes,Free or reduced,Yes,Pass
S323,Student_323,Female,17,10,70,,84,89.3067386787897,High School,2.91146941965254,No,Standard,No,Fail
S324,Student_324,Other,17,11,,98,86,80.2736482952136,Master's,2.42113589694769,No,Standard,Yes,Pass
S325,Student_325,Other,15,11,90,59,68,81.6319744000968,Bachelor's,3.7300469204648,Yes,Standard,Yes,Pass
S326,Student_326,Female,16,9,82,93,93,85.1718318226957,High School,3.64892863331837,No,Standard,Yes,Pass
S327,Student_327,Male,15,11,99,96,78,80.5570448164215,Bachelor's,3.86128924211654,Yes,Free or reduced,Yes,Pass
S328,Student_328,Female,17,12,53,59,56,92.627506520965,Master's,2.07257291844768,Yes,Free or reduced,Yes,Pass
S329,Student_329,Male,15,9,91,95,77,88.5279671360325,High School,2.26267392465626,Yes,Standard,Yes,Pass
S330,Student_330,Other,17,9,56,62,58,90.9629040545604,PhD,1.50100492438483,No,Free or reduced,Yes,Pass
S331,Student_331,Male,17,9,71,86,77,83.4929437179266,High School,3.62203988738445,Yes,Free or reduced,Yes,Fail
S332,Student_332,Male,15,9,82,87,55,85.9186405887323,PhD,1.15918850934261,Yes,Free or reduced,No,Pass
S333,Student_333,Male,17,12,66,73,78,93.2764894970545,High School,3.39072934209384,No,Free or reduced,Yes,Fail
S334,Student_334,Other,16,9,73,51,66,99.306054472608,PhD,4.47878353940654,No,Standard,Yes,Fail
S335,Student_335,Other,17,11,83,71,65,81.0083354720442,Master's,4.56332859315853,No,Free or reduced,No,Pass
S336,Student_336,Male,16,12,77,66,72,97.8076864171053,Master's,2.79615104147985,No,Standard,No,Fail
S337,Student_337,Male,16,10,92,85,80,91.5376240262242,Master's,2.83721475285229,No,Standard,No,Fail
S338,Student_338,Female,17,10,90,63,52,91.2783913351125,High School,1.30787673203207,No,Free or reduced,Yes,Fail
S339,Student_339,Male,15,11,88,59,70,90.0055707041552,Master's,3.68306010177214,Yes,Standard,No,Pass
S340,Student_340,Female,16,11,71,84,75,81.3878817180837,Bachelor's,4.28503768149138,No,Free or reduced,No,Pass
S341,Student_341,Male,15,12,98,74,85,81.7975370347232,Master's,1.97862021841885,Yes,Free or reduced,Yes,Pass
S342,Student_342,Female,16,10,66,52,91,92.0182401131817,PhD,2.68520352653346,No,Standard,Yes,Pass
S343,Student_343,Other,17,10,83,96,86,86.8191714287112,PhD,4.35535734706108,Yes,Free or reduced,No,Pass
S344,Student_344,Male,17,10,55,87,71,98.3453613315536,PhD,4.50848187064915,Yes,Standard,No,Fail
S345,Student_345,Male,16,10,95,66,91,88.1318107471894,High School,1.9727199210569,No,Standard,Yes,Fail
S346,Student_346,Male,17,10,55,61,61,82.8656291740528,Bachelor's,3.20228253816546,No,Free or reduced,Yes,Pass
S347,Student_347,Male,16,9,83,73,91,122,Master's,1.76997260254331,Yes,Free or reduced,Yes,Fail
S348,Student_348,Female,17,11,50,78,62,85.8670684288202,Bachelor's,1.40751505655823,No,Free or reduced,Yes,Fail
S349,Student_349,Male,15,9,59,92,60,90.5094061471179,Bachelor's,4.64448200556783,No,Standard,Yes,Fail
S350,Student_350,Other,17,10,70,74,65,93.9566557101034,PhD,4.28203001692844,Yes,Free or reduced,No,Fail
S351,Student_351,Other,15,12,54,85,57,98.0052822240414,PhD,4.0401396072127,Yes,Standard,Yes,Pass
S352,Student_352,Male,17,12,51,75,89,95.8438238960335,PhD,1.19506527525256,Yes,Standard,Yes,Pass
S353,Student_353,Other,15,10,71,87,89,93.5272213574545,High School,4.37491517084103,No,Free or reduced,Yes,Pass
S354,Student_354,Male,17,10,97,50,94,93.5926636479029,Bachelor's,2.75217630362153,No,Free or reduced,Yes,Fail
S355,Student_355,Male,15,12,51,69,51,98.9184928806417,Bachelor's,2.36958049318344,No,Free or reduced,Yes,Fail
S356,Student_356,Other,16,9,59,77,79,85.9164819499307,High School,3.18590544410151,No,Standard,No,Pass
S357,Student_357,Male,16,9,83,65,79,80.0222418839238,High School,1.36541297089422,Yes,Free or reduced,Yes,Pass
S358,Student_358,Other,15,10,65,96,61,85.439091187964,High School,4.0265861974096,No,Standard,No,Fail
S359,Student_359,Female,17,9,97,66,59,84.3578275925349,Bachelor's,3.32974030755318,Yes,Free or reduced,Yes,Pass
S360,Student_360,Male,15,12,88,89,93,93.23669170228,Bachelor's,1.74636038749267,No,Free or reduced,No,Pass
S361,Student_361,Female,17,9,71,77,60,92.6742319953106,PhD,1.75292879907618,No,Standard,No,Fail
S362,Student_362,Other,16,10,61,61,64,91.8692276540945,PhD,1.7369946062907,Yes,Standard,Yes,Fail
S363,Student_363,Female,17,12,73,76,65,80.3248688641891,Bachelor's,1.22800955020774,No,Free or reduced,Yes,Pass
S364,Student_364,Female,16,9,96,91,66,94.575561089013,PhD,3.35119379748674,No,Free or reduced,Yes,Fail
S365,Student_365,Other,17,11,89,96,75,86.4706082497098,High School,4.36139271035403,Yes,Free or reduced,Yes,Pass
S366,Student_366,Female,17,12,87,79,51,93.3011197801326,Master's,1.06999285594955,No,Free or reduced,Yes,Fail
S367,Student_367,Female,17,12,59,90,99,91.1315685700431,PhD,1.19601857988509,Yes,Free or reduced,No,Fail
S368,Student_368,Other,15,11,84,83,61,86.8546185085581,Bachelor's,3.29108110674778,Yes,Standard,Yes,Pass
S369,Student_369,Female,15,11,98,86,75,82.6915253420822,PhD,4.27798274154421,Yes,Standard,Yes,Fail
S370,Student_370,Other,16,12,81,55,72,81.8883779532096,PhD,2.30695556227453,Yes,Standard,No,Pass
S371,Student_371,Female,16,11,56,56,67,96.6303666622445,PhD,2.39845759523089,No,Standard,Yes,Fail
S372,Student_372,Other,15,10,70,81,81,98.3679508416312,Master's,3.3853859899871,No,Free or reduced,No,Pass
S373,Student_373,Other,16,10,69,81,98,92.995760935286,High School,2.09685155649659,No,Standard,Yes,Fail
S374,Student_374,Female,15,10,75,74,87,82.0686822972097,Bachelor's,1.10643346431074,Yes,Standard,No,Fail
S375,Student_375,Female,17,12,53,82,96,88.0405443377648,Master's,3.94091407240638,No,Standard,Yes,Pass
S376,Student_376,Female,16,11,95,56,52,94.5787840021032,Bachelor's,3.50259965176581,No,Free or reduced,No,Fail
S377,Student_377,Male,16,11,71,61,87,95.5964176802014,Bachelor's,3.32302399622264,No,Standard,No,Pass
S378,Student_378,Male,15,9,64,65,52,82.3643724458218,Bachelor's,3.96673651596729,No,Free or reduced,Yes,Fail
S379,Student_379,Male,16,9,89,65,79,80.0006143769076,Master's,3.70092335024815,Yes,Standard,Yes,Fail
S380,Student_380,Other,16,11,70,92,50,94.2427409176121,High School,1.82352795271328,Yes,Free or reduced,Yes,Pass
S381,Student_381,Female,17,11,64,85,79,87.1319235197241,Bachelor's,2.4099241877734,No,Standard,No,Fail
S382,Student_382,Other,16,11,71,62,94,85.0896266323652,High School,1.5044405667145,Yes,Free or reduced,No,Fail
S383,Student_383,Male,17,12,77,56,81,80.2579493957905,High School,1.51942805367152,No,Standard,No,Pass
S384,Student_384,Female,15,11,63,85,77,90.80598813523,PhD,3.70478298542616,No,Free or reduced,Yes,Fail
S385,Student_385,Other,16,9,76,96,70,97.0230147085196,Master's,4.43440042792999,No,Free or reduced,Yes,Pass
S386,Student_386,Female,17,12,90,58,95,99.1526329254518,Master's,4.85093033544456,Yes,Standard,No,Pass
S387,Student_387,Other,15,11,89,81,62,91.3148990122658,PhD,3.51338847019778,No,Free or reduced,Yes,Pass
S388,Student_388,Female,16,9,77,60,76,90.2892265547979,PhD,1.73640529344383,Yes,Free or reduced,No,Fail
S389,Student_389,Male,15,12,75,57,85,81.7011277097848,High School,1.42260138179572,Yes,Standard,Yes,Fail
S390,Student_390,Male,16,11,98,82,56,90.977456030852,Bachelor's,4.25140388614703,No,Standard,Yes,Pass
S391,Student_391,Female,15,11,51,72,71,87.5995815793079,Master's,3.31502590544,Yes,Free or reduced,No,Fail
S392,Student_392,Other,15,11,74,74,59,92.1427056176715,Bachelor's,3.47314008405488,Yes,Standard,Yes,Pass
S393,Student_393,Male,17,12,52,57,88,87.7745269575309,Bachelor's,4.12584835501884,No,Standard,Yes,Fail
S394,Student_394,Male,15,9,57,94,64,84.8059824690073,PhD,3.81310891092981,Yes,Standard,Yes,Pass
S395,Student_395,Male,16,9,93,71,64,81.8993055045675,Bachelor's,4.33783301142439,Yes,Free or reduced,Yes,Pass
S396,Student_396,Female,16,10,82,53,53,86.2983688917779,High School,1.22485562183951,No,Free or reduced,Yes,Fail
S397,Student_397,Female,17,11,91,89,81,81.932896685755,PhD,3.99008254698602,No,Free or reduced,No,Pass
S398,Student_398,Other,16,10,84,52,72,83.5379390164797,Bachelor's,4.40341102928838,Yes,Free or reduced,Yes,Pass
S399,Student_399,Other,16,10,55,78,55,99.7467231715909,PhD,2.14454016983326,No,Free or reduced,No,Fail
S400,Student_400,Other,16,9,88,90,73,88.8820711381324,High School,3.56178909597301,No,Free or reduced,Yes,Pass
S401,Student_401,Female,15,12,72,78,69,90.6374353301003,High School,2.25664825534789,Yes,Free or reduced,Yes,Pass
S402,Student_402,Female,15,12,74,83,86,97.4723705747443,Bachelor's,4.83188426592982,Yes,Standard,No,Fail
S403,Student_403,Other,16,9,99,83,69,99.9113780098138,PhD,1.13369428974202,No,Free or reduced,No,Pass
S404,Student_404,Other,17,12,92,77,61,91.6542889868936,Bachelor's,3.31917137533182,Yes,Free or reduced,Yes,Pass
S405,Student_405,Female,15,10,68,62,82,96.2494764208834,Bachelor's,1.66601418819806,No,Standard,Yes,Pass
S406,Student_406,Other,17,11,54,64,77,86.5388204867335,PhD,3.84888082070863,No,Standard,No,Pass
S407,Student_407,Male,16,9,60,72,57,86.1148791489458,Bachelor's,1.70356113367465,Yes,Standard,No,Pass
S408,Student_408,Female,16,11,61,93,50,88.0540744198912,High School,1.94153304759343,Yes,Free or reduced,No,Pass
S409,Student_409,Other,15,12,59,75,86,93.450145253473,PhD,2.97748324418303,No,Standard,No,Pass
S410,Student_410,Female,16,11,57,53,71,93.643833785102,PhD,4.65933979998751,No,Free or reduced,Yes,Pass
S411,Student_411,Male,15,12,73,75,55,86.304788692989,PhD,1.84685748859188,No,Free or reduced,Yes,Fail
S412,Student_412,Female,16,12,77,89,70,82.6641984827326,PhD,1.57696008447241,No,Free or reduced,Yes,Pass
S413,Student_413,Female,16,10,90,58,81,92.6479251293102,Bachelor's,4.03590732741612,Yes,Standard,Yes,Pass
S414,Student_414,Female,15,12,85,54,84,82.5665172437753,Bachelor's,3.00247812933572,No,Standard,Yes,Fail
S415,Student_415,Female,15,10,86,81,64,91.5698501645866,High School,4.64714044952709,Yes,Free or reduced,No,Pass
S416,Student_416,Male,15,10,70,69,54,93.8684425611262,Master's,1.58645822863937,Yes,Free or reduced,No,Pass
S417,Student_417,Female,16,10,57,99,95,94.012229927889,Master's,3.58371157209216,No,Free or reduced,No,Pass
S418,Student_418,Female,16,9,58,60,99,95.0694422131919,High School,1.93151658460726,Yes,Standard,Yes,Pass
S419,Student_419,Other,17,9,96,64,97,97.4571884313133,Master's,1.62704171460656,Yes,Free or reduced,No,Pass
S420,Student_420,Female,15,12,64,81,55,89.9991798392958,High School,3.73371766062908,No,Standard,Yes,Pass
S421,Student_421,Other,16,10,97,77,74,94.6049837905914,Bachelor's,3.37473847963493,Yes,Free or reduced,Yes,Fail
S422,Student_422,Male,16,9,95,71,95,92.3834547073167,PhD,4.01930983344933,Yes,Standard,Yes,Fail
S423,Student_423,Male,15,10,89,90,89,83.7327987959537,PhD,2.23785030578473,No,Free or reduced,No,Fail
S424,Student_424,Male,17,11,67,66,78,80.5137928973882,Bachelor's,2.79188662552876,No,Standard,Yes,Fail
S425,Student_425,Male,15,11,91,75,56,85.6908277135387,PhD,2.62188670532167,No,Standard,Yes,Fail
S426,Student_426,Other,17,11,69,93,89,88.8606741267524,PhD,4.93635785586606,No,Standard,No,Pass
S427,Student_427,Female,16,12,55,56,62,92.3421188885731,Master's,2.16899582695755,No,Standard,Yes,Pass
S428,Student_428,Male,17,10,61,91,87,96.9991866100641,Bachelor's,2.17926895338707,No,Standard,No,Pass
S429,Student_429,Female,16,11,51,75,67,83.9249143341233,Master's,2.41819283531443,No,Standard,Yes,Pass
S430,Student_430,Other,15,9,56,74,51,82.5109957979695,Master's,3.25837632516129,Yes,Free or reduced,No,Pass
S431,Student_431,Other,15,11,65,59,57,99.2695989494866,PhD,2.00929097705498,Yes,Free or reduced,Yes,Fail
S432,Student_432,Other,15,11,52,94,60,82.1608911875281,PhD,4.6611597615171,No,Free or reduced,Yes,Fail
S433,Student_433,Male,17,11,94,68,82,89.5698214021438,Bachelor's,2.06274225946505,Yes,Free or reduced,No,Pass
S434,Student_434,Female,16,12,52,60,87,91.711274575866,PhD,4.58326292624078,Yes,Standard,Yes,Pass
S435,Student_435,Female,15,9,76,62,97,90.8274884181488,PhD,1.41390025458634,No,Free or reduced,No,Pass
S436,Student_436,Female,15,10,99,57,76,81.7206431406589,Bachelor's,3.62625080959861,Yes,Standard,Yes,Fail
S437,Student_437,Other,16,9,92,89,69,127,PhD,4.62794207375297,No,Standard,No,Fail
S438,Student_438,Male,15,10,89,53,61,82.1096685492207,Master's,1.67499775359292,Yes,Standard,Yes,Pass
S439,Student_439,Other,16,12,87,96,92,91.7117536774522,Bachelor's,4.87330784039702,No,Free or reduced,Yes,Fail
S440,Student_440,Other,16,12,82,80,80,90.8868977526864,PhD,2.81153344166205,Yes,Standard,Yes,Pass
S441,Student_441,Female,16,12,77,77,76,84.6748158407349,High School,4.7828604337641,Yes,Free or reduced,No,Fail
S442,Student_442,Other,16,12,50,60,81,92.7554828369118,Bachelor's,3.70728017452019,Yes,Free or reduced,No,Fail
S443,Student_443,Female,16,10,57,92,59,96.401350041113,Bachelor's,2.20634747949421,No,Free or reduced,No,Pass
S444,Student_444,Male,17,11,86,50,52,80.8315791969319,High School,1.75321009966843,Yes,Free or reduced,No,Fail
S445,Student_445,Female,15,10,81,98,94,89.9625988709608,PhD,2.2149401849004,Yes,Free or reduced,No,Fail
S446,Student_446,Male,17,9,97,96,76,93.7862082420538,PhD,1.3720696370507,No,Standard,Yes,Pass
S447,Student_447,Female,15,12,92,87,84,85.0462385413937,Bachelor's,1.57547186537332,No,Standard,Yes,Fail
S448,Student_448,Other,17,12,86,73,80,86.155418105863,Bachelor's,1.41864176138592,Yes,Free or reduced,Yes,Pass
S449,Student_449,Other,16,9,53,96,64,92.2727580597877,PhD,2.69177417496623,Yes,Standard,Yes,Fail
S450,Student_450,Male,15,10,79,80,65,97.9587058688747,PhD,4.18231350503035,Yes,Free or reduced,Yes,Pass
S451,Student_451,Male,15,11,55,90,62,96.198488406058,Master's,1.56553421686536,Yes,Standard,No,Pass
S452,Student_452,Male,17,11,95,95,98,91.6626043819917,Bachelor's,1.52128173268934,No,Standard,Yes,Fail
S453,Student_453,Female,17,9,68,99,84,94.604434355145,Bachelor's,3.57371579806932,Yes,Standard,No,Fail
S454,Student_454,Female,15,11,81,75,60,87.296449404156,High School,1.78873192787227,Yes,Standard,Yes,Pass
S455,Student_455,Male,17,10,58,98,70,92.8193105619752,Master's,1.39044015243597,No,Standard,No,Fail
S456,Student_456,Other,17,10,61,99,60,89.3236318225511,PhD,1.66739431282231,Yes,Standard,No,Fail
S457,Student_457,Female,17,9,60,54,79,83.7987227291512,Master's,4.6949255835071,Yes,Standard,No,Fail
S458,Student_458,Female,16,10,95,69,97,94.0347654775451,PhD,4.28588501110476,Yes,Standard,Yes,Pass
S459,Student_459,Female,16,12,65,90,84,91.1292927469764,PhD,2.41625824942038,No,Standard,Yes,Pass
S460,Student_460,Male,17,9,50,60,71,87.1724316390718,Master's,3.62328306930957,No,Standard,Yes,Pass
S461,Student_461,Male,17,10,94,82,87,98.2267838015726,Bachelor's,3.14910269467215,Yes,Standard,Yes,Fail
S462,Student_462,Male,16,9,70,99,80,80.4186823565347,PhD,3.70849705393026,Yes,Standard,No,Fail
S463,Student_463,Male,16,11,79,87,63,86.3154630249899,Master's,3.73068460985104,No,Standard,No,Pass
S464,Student_464,Male,15,10,62,76,73,81.1376279555529,High School,3.51493606023997,Yes,Free or reduced,No,Pass
S465,Student_465,Other,15,12,,83,99,95.3305463244326,Master's,2.06440547414923,Yes,Standard,No,Fail
S466,Student_466,Other,16,10,53,,98,94.0421490822759,High School,1.15602568305127,No,Standard,Yes,Fail
S467,Student_467,Male,17,9,77,81,,86.6270443747263,PhD,2.82226712796044,No,Standard,No,Fail
S468,Student_468,Female,17,9,87,70,85,93.5132580441415,Master's,4.56389553876282,No,Standard,Yes,Fail
S469,Student_469,Male,17,10,80,95,81,87.918744523919,Master's,3.2779890340743,Yes,Standard,No,Pass
S470,Student_470,Other,17,12,76,54,64,95.1250758284487,High School,4.32956416680763,Yes,Standard,No,Fail
S471,Student_471,Other,15,12,54,55,92,89.0836732547341,Master's,4.96649737184491,Yes,Free or reduced,No,Fail
S472,Student_472,Female,16,12,74,87,84,88.2455945566333,Master's,1.65446481655311,Yes,Free or reduced,Yes,Pass
S473,Student_473,Other,17,9,52,71,52,98.694598309766,PhD,3.76711055656793,No,Free or reduced,Yes,Pass
S474,Student_474,Male,15,10,82,67,65,85.017581997814,Master's,3.6971742948001,Yes,Standard,No,Fail
S475,Student_475,Female,17,11,53,63,54,82.4089467999313,Bachelor's,4.91982178943311,Yes,Standard,No,Pass
S476,Student_476,Male,16,9,74,59,70,91.6908622651892,High School,4.9424029358112,No,Standard,No,Fail
S477,Student_477,Male,15,12,69,95,59,99.3864362456836,Master's,3.74671444689652,No,Free or reduced,Yes,Fail
S478,Student_478,Female,16,10,83,62,68,87.5567842745437,High School,1.97445916792878,Yes,Standard,Yes,Pass
S479,Student_479,Male,16,12,75,80,74,81.2407352725756,High School,4.1942233525224,No,Standard,Yes,Pass
S480,Student_480,Other,15,11,54,79,53,86.7861053461914,High School,1.42811653684415,No,Free or reduced,No,Fail
S481,Student_481,Male,15,12,84,52,78,90.1186330863912,Master's,4.12279721668651,Yes,Free or reduced,Yes,Pass
S482,Student_482,Female,15,12,77,79,68,83.2384601326443,Master's,4.64078449657879,Yes,Standard,No,Fail
S483,Student_483,Female,15,11,78,55,92,93.1620443611299,High School,2.53133357907374,Yes,Standard,Yes,Fail
S484,Student_484,Female,15,10,58,78,51,99.954987780204,Bachelor's,3.52254117993232,Yes,Standard,No,Fail
S485,Student_485,Male,15,9,87,57,59,89.0347895196289,High School,2.72057092838731,No,Standard,No,Pass
S486,Student_486,Female,15,10,99,93,92,87.0945711346043,Bachelor's,2.75106021995251,No,Free or reduced,Yes,Fail
S487,Student_487,Female,17,11,55,94,74,88.0140833366893,High School,2.24148355643248,Yes,Standard,No,Fail
S488,Student_488,Male,16,12,68,92,69,82.302923567904,PhD,4.0485184818013,Yes,Standard,No,Fail
